Experiment,sex,Type,Genotype,Hierarchy,Mice.chips,Animal,PC1,PC2,Archetype1_prob,Archetype2_prob,Archetype3_prob,Dominant_archetype
Exp55R,male,wild,WT,gamma,0007946e6f,18,-2.7121619149511287,-0.8103888832321444,0.18561894936442094,0.10652630839667523,0.7078547422389038,3
Exp55R,male,wild,WT,gamma,0007946e6f,18,-4.034972536553794,-0.7884881446576455,0.12805840385598596,0.10923200506754718,0.762709591076467,3
Exp55R,male,wild,WT,gamma,0007946e6f,18,-6.450090752205207,-0.6672252107030942,0.01975994095782542,0.12096064304854286,0.8592794159936318,3
Exp55R,male,wild,WT,gamma,0007946e6f,18,-8.378499080046439,-0.6806238433252761,0.0,0.11400915987528869,0.8859908401247113,3
Exp55R,male,wild,WT,delta,00079485fe,18,-3.0964576547990905,-1.5240439936574985,0.19731062417096992,0.04717290208612791,0.7555164737429022,3
Exp55R,male,wild,WT,delta,00079485fe,18,-5.192435052806217,-0.37688394501373357,0.06220599788691478,0.14437812044966272,0.7934158816634225,3
Exp55R,male,wild,WT,delta,00079485fe,18,-1.7517887122933427,-0.6155147850610397,0.21909073312651145,0.1221668598810573,0.6587424069924314,3
Exp55R,male,wild,WT,delta,00079485fe,18,-3.2028742921323774,-0.03480975303580183,0.13398032669417925,0.17163165999298768,0.6943880133128331,3
Exp55R,male,wild,WT,delta,00079485fe,18,-3.5565833412201275,-0.1368966786616077,0.12284881870957723,0.16333920478818523,0.7138119765022376,3
Exp55R,male,wild,WT,delta,00079485fe,18,-5.484261671565014,0.07783578658312684,0.03175369587623265,0.18255192597441636,0.785694378149351,3
Exp55R,male,wild,WT,beta,0007946daf,18,-1.1988415182647463,-0.18478912868773645,0.22579270384072553,0.157776849704604,0.6164304464546705,3
Exp55R,male,wild,WT,beta,0007946daf,18,-1.6769302553527616,-0.5970802178961196,0.2215717235329379,0.12365700858875368,0.6547712678783084,3
Exp55R,male,wild,WT,beta,0007946daf,18,-0.9867369251211748,-0.46582717572693716,0.24597413118960387,0.13416262273681442,0.6198632460735817,3
Exp55R,male,wild,WT,beta,0007946daf,18,-0.7933522361273171,0.7627559675561282,0.20577945968029066,0.23665186898769197,0.5575686713320175,3
Exp55R,male,wild,WT,beta,0007946daf,18,-2.1951075142518626,-0.6902165284836068,0.20303781544409172,0.11622112291039993,0.6807410616455084,3
Exp55R,male,wild,WT,beta,0007946daf,18,-5.582207383192724,-0.22677807518379517,0.03957658765908497,0.1571739558469659,0.8032494564939492,3
Exp56L,male,wild,WT,alpha,7948811,19,-0.956391382119538,0.5305760821320985,0.2079539748101311,0.21736707296980926,0.5746789522200597,3
Exp56L,male,wild,WT,alpha,7948811,19,-2.534079334836685,1.2428160084938846,0.11222660696177804,0.2779022030185238,0.6098711900196981,3
Exp56L,male,wild,WT,alpha,7948811,19,-2.09069075655541,0.13206795964550727,0.17506358589235113,0.18483323104589844,0.6401031830617504,3
Exp56L,male,wild,WT,alpha,7948811,19,-3.4087090094527936,-0.18865827636195776,0.13122943515527616,0.1589178434590076,0.7098527213857162,3
Exp56L,male,wild,WT,alpha,7948811,19,-2.433855793527835,-0.3767250956478282,0.18043372842284724,0.14256367104631312,0.6770026005308396,3
Exp56L,male,wild,WT,alpha,7948811,19,-3.541732520010559,0.9130911582366653,0.0820499581760855,0.2510295717193777,0.6669204701045369,3
Exp56L,male,wild,WT,epsilon,7947370,19,-4.020730165370082,1.9276256368961207,0.021483606918931846,0.3360859008265349,0.6424304922545333,3
Exp56L,male,wild,WT,epsilon,7947370,19,-3.9898424368016308,-0.16790417253123768,0.1055027709154213,0.1610363637283253,0.7334608653562533,3
Exp56L,male,wild,WT,epsilon,7947370,19,0.9127008392553558,0.8721306729795276,0.27458547046868387,0.2446570301728879,0.4807574993584282,3
Exp56L,male,wild,WT,epsilon,7947370,19,-2.299753712029113,1.9578332301824466,0.09405339008091285,0.33746874345768946,0.5684778664613976,3
Exp56L,male,wild,WT,epsilon,7947370,19,-3.747749319320478,1.494723878629039,0.05026717375980652,0.29974692735763103,0.6499858988825625,3
Exp56L,male,wild,WT,epsilon,7947370,19,-3.6042374987665937,0.6581037987275112,0.08943345971683779,0.22977317236515052,0.6807933679180117,3
Exp56L,male,wild,WT,beta,7948045,19,1.009824013204952,1.183627082498931,0.2664557202960659,0.27061040989877955,0.46293386980515444,3
Exp56L,male,wild,WT,beta,7948045,19,-5.487273461596786,2.045595098379976,0.0,0.33164580043593006,0.66835419956407,3
Exp56L,male,wild,WT,beta,7948045,19,-4.197729319208306,0.6058052513766858,0.06605996511750703,0.22579816001205905,0.7081418748704339,3
Exp56L,male,wild,WT,beta,7948045,19,-2.918272777253173,1.1706605828642913,0.09860734526302743,0.27212997322595545,0.629262681511017,3
Exp56L,male,wild,WT,beta,7948045,19,-2.0876741315860436,2.1891716989944237,0.09401397552834297,0.35665076806905127,0.5493352564026058,3
Exp56L,male,wild,WT,beta,7948045,19,-2.315601961859335,2.580164923735778,0.06881522667771568,0.3894594821656439,0.5417252911566405,3
Exp56L,male,wild,WT,delta,0007947d79,19,-4.629306840000232,0.4318753441021146,0.054426097272020704,0.21155661399263664,0.7340172887353426,3
Exp56L,male,wild,WT,delta,0007947d79,19,-5.397538539018945,-1.214027698611819,0.0864511340927748,0.07459160330080997,0.8389572626064151,3
Exp56L,male,wild,WT,delta,0007947d79,19,-6.001382531356665,0.35944339705247963,0.0,0.20610185166438916,0.7938981483356109,3
Exp56L,male,wild,WT,delta,0007947d79,19,-4.2382872513246745,0.7386448772253377,0.059079420484065476,0.23692045822716173,0.7040001212887729,3
Exp56L,male,wild,WT,delta,0007947d79,19,-2.7311095723276724,0.41789353971178117,0.1363354812756598,0.209131119371166,0.6545333993531742,3
Exp56L,male,wild,WT,delta,0007947d79,19,-4.81673578411161,1.1462709777191202,0.01820081165897441,0.2713506729429356,0.71044851539809,3
Exp56L,male,wild,WT,gamma,0007945de2,19,-1.4478805590845025,3.838627210781531,0.05634383036051724,0.4939975962868025,0.4496585733526802,2
